Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
                0.00    0.00       1/27          std::_Rb_tree<std::string, std::pair<std::string const, std::string>, std::_Select1st<std::pair<std::string const, std::string> >, std::less<std::string>, std::allocator<std::pair<std::string const, std::string> > >::_M_insert_unique(std::pair<std::string const, std::string> const&) [543]
                0.00    0.00      26/27          std::_Rb_tree<std::string, std::pair<std::string const, std::string>, std::_Select1st<std::pair<std::string const, std::string> >, std::less<std::string>, std::allocator<std::pair<std::string const, std::string> > >::_M_insert_unique_(std::_Rb_tree_const_iterator<std::pair<std::string const, std::string> >, std::pair<std::string const, std::string> const&) [445]
[444]    0.0    0.00    0.00      27         std::_Rb_tree<std::string, std::pair<std::string const, std::string>, std::_Select1st<std::pair<std::string const, std::string> >, std::less<std::string>, std::allocator<std::pair<std::string const, std::string> > >::_M_insert_(std::_Rb_tree_node_base const*, std::_Rb_tree_node_base const*, std::pair<std::string const, std::string> const&) [444]
-----------------------------------------------
                0.00    0.00      27/27          ConfigSet::ReadFile(std::string) <cycle 1> [443]
[445]    0.0    0.00    0.00      27         std::_Rb_tree<std::string, std::pair<std::string const, std::string>, std::_Select1st<std::pair<std::string const, std::string> >, std::less<std::string>, std::allocator<std::pair<std::string const, std::string> > >::_M_insert_unique_(std::_Rb_tree_const_iterator<std::pair<std::string const, std::string> >, std::pair<std::string const, std::string> const&) [445]
                0.00    0.00      26/27          std::_Rb_tree<std::string, std::pair<std::string const, std::string>, std::_Select1st<std::pair<std::string const, std::string> >, std::less<std::string>, std::allocator<std::pair<std::string const, std::string> > >::_M_insert_(std::_Rb_tree_node_base const*, std::_Rb_tree_node_base const*, std::pair<std::string const, std::string> const&) [444]
                0.00    0.00       1/1           std::_Rb_tree<std::string, std::pair<std::string const, std::string>, std::_Select1st<std::pair<std::string const, std::string> >, std::less<std::string>, std::allocator<std::pair<std::string const, std::string> > >::_M_insert_unique(std::pair<std::string const, std::string> const&) [543]
-----------------------------------------------
                0.00    0.00      26/26          ConfigSet::ReadFile(std::string) <cycle 1> [443]
[446]    0.0    0.00    0.00      26         std::_Rb_tree<std::string, std::pair<std::string const, std::string>, std::_Select1st<std::pair<std::string const, std::string> >, std::less<std::string>, std::allocator<std::pair<std::string const, std::string> > >::find(std::string const&) const [446]
-----------------------------------------------
                0.00    0.00       2/13          TransferFunction::AddConstantDiscrete(int, std::string, float, float) [518]
                0.00    0.00      11/13          ReadFloatFile(char const*, std::vector<float, std::allocator<float> >*) [499]
[447]    0.0    0.00    0.00      13         std::vector<float, std::allocator<float> >::_M_insert_aux(__gnu_cxx::__normal_iterator<float*, std::vector<float, std::allocator<float> > >, float const&) [447]
-----------------------------------------------
                0.00    0.00      12/12          ArepoMesh::CalculateMidpoints() [536]
[448]    0.0    0.00    0.00      12         std::vector<int, std::allocator<int> >::_M_insert_aux(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&) [448]
-----------------------------------------------
                0.00    0.00       1/11          OrthoCamera::~OrthoCamera() [514]
                0.00    0.00       2/11          Renderer::Render(Scene const*) [533]
                0.00    0.00       8/11          RendererTask::Run() [3]
[449]    0.0    0.00    0.00      11         FreeAligned(void*) [449]
-----------------------------------------------
                                  10             TransferFunction::TransferFunction(RGBSpectrum const&) [450]
                0.00    0.00       1/10          rtTestRenderScene(std::string) [502]
                0.00    0.00       1/10          TransferFunction::AddConstantDiscrete(int, std::string, float, float) [518]
                0.00    0.00       8/10          TransferFunction::AddParseString(std::string&) [517]
[450]    0.0    0.00    0.00      10+10      TransferFunction::TransferFunction(RGBSpectrum const&) [450]
                0.00    0.00       5/5           std::_Rb_tree<std::string, std::pair<std::string const, int>, std::_Select1st<std::pair<std::string const, int> >, std::less<std::string>, std::allocator<std::pair<std::string const, int> > >::_M_insert_unique_(std::_Rb_tree_const_iterator<std::pair<std::string const, int> >, std::pair<std::string const, int> const&) [458]
                                  10             TransferFunction::TransferFunction(RGBSpectrum const&) [450]
-----------------------------------------------
                0.00    0.00       1/8           Film::Film(int, int, Filter*, float const*, std::string const&, bool) [523]
                0.00    0.00       7/8           Sample::AllocateSampleMemory() [469]
[451]    0.0    0.00    0.00       8         AllocAligned(unsigned long) [451]
-----------------------------------------------
                0.00    0.00       7/7           ArepoMesh::CalculateMidpoints() [536]
[452]    0.0    0.00    0.00       7         std::vector<Vector, std::allocator<Vector> >::_M_insert_aux(__gnu_cxx::__normal_iterator<Vector*, std::vector<Vector, std::allocator<Vector> > >, Vector const&) [452]
-----------------------------------------------
                                   6             ConfigSet::ReadFile(std::string) <cycle 1> [443]
[453]    0.0    0.00    0.00       6         bool ConfigSet::string_to_T<bool>(std::string const&) <cycle 1> [453]
                                  16             ConfigSet::ReadFile(std::string) <cycle 1> [443]
-----------------------------------------------
                0.00    0.00       1/5           Renderer::~Renderer() [535]
                0.00    0.00       4/5           RendererTask::Run() [3]
[454]    0.0    0.00    0.00       5         StratifiedSampler::~StratifiedSampler() [454]
-----------------------------------------------
                                   1             ConfigSet::ReadFile(std::string) <cycle 1> [443]
                0.00    0.00       4/7           TransferFunction::AddParseString(std::string&) [517]
[455]    0.0    0.00    0.00       5         std::vector<std::string, std::allocator<std::string> >::_M_insert_aux(__gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > >, std::string const&) <cycle 1> [455]
                                   7             ConfigSet::ReadFile(std::string) <cycle 1> [443]
-----------------------------------------------
                0.00    0.00       5/5           ArepoMesh::CalculateMidpoints() [536]
[456]    0.0    0.00    0.00       5         std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > >::_M_insert_aux(__gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >, std::pair<int, int> const&) [456]
-----------------------------------------------
                0.00    0.00       1/5           std::_Rb_tree<std::string, std::pair<std::string const, int>, std::_Select1st<std::pair<std::string const, int> >, std::less<std::string>, std::allocator<std::pair<std::string const, int> > >::_M_insert_unique(std::pair<std::string const, int> const&) [545]
                0.00    0.00       4/5           std::_Rb_tree<std::string, std::pair<std::string const, int>, std::_Select1st<std::pair<std::string const, int> >, std::less<std::string>, std::allocator<std::pair<std::string const, int> > >::_M_insert_unique_(std::_Rb_tree_const_iterator<std::pair<std::string const, int> >, std::pair<std::string const, int> const&) [458]
[457]    0.0    0.00    0.00       5         std::_Rb_tree<std::string, std::pair<std::string const, int>, std::_Select1st<std::pair<std::string const, int> >, std::less<std::string>, std::allocator<std::pair<std::string const, int> > >::_M_insert_(std::_Rb_tree_node_base const*, std::_Rb_tree_node_base const*, std::pair<std::string const, int> const&) [457]
-----------------------------------------------
                0.00    0.00       5/5           TransferFunction::TransferFunction(RGBSpectrum const&) [450]
[458]    0.0    0.00    0.00       5         std::_Rb_tree<std::string, std::pair<std::string const, int>, std::_Select1st<std::pair<std::string const, int> >, std::less<std::string>, std::allocator<std::pair<std::string const, int> > >::_M_insert_unique_(std::_Rb_tree_const_iterator<std::pair<std::string const, int> >, std::pair<std::string const, int> const&) [458]
                0.00    0.00       4/5           std::_Rb_tree<std::string, std::pair<std::string const, int>, std::_Select1st<std::pair<std::string const, int> >, std::less<std::string>, std::allocator<std::pair<std::string const, int> > >::_M_insert_(std::_Rb_tree_node_base const*, std::_Rb_tree_node_base const*, std::pair<std::string const, int> const&) [457]
                0.00    0.00       1/1           std::_Rb_tree<std::string, std::pair<std::string const, int>, std::_Select1st<std::pair<std::string const, int> >, std::less<std::string>, std::allocator<std::pair<std::string const, int> > >::_M_insert_unique(std::pair<std::string const, int> const&) [545]
-----------------------------------------------
                0.00    0.00       4/4           Renderer::Render(Scene const*) [533]
[459]    0.0    0.00    0.00       4         RendererTask::~RendererTask() [459]
                0.00    0.00       4/4           Task::~Task() [461]
-----------------------------------------------
                0.00    0.00       4/4           RendererTask::Run() [3]
[460]    0.0    0.00    0.00       4         Film::UpdateDisplay(int, int, int, int, float) [460]
-----------------------------------------------
                0.00    0.00       4/4           RendererTask::~RendererTask() [459]
[461]    0.0    0.00    0.00       4         Task::~Task() [461]
-----------------------------------------------
                0.00    0.00       1/4           Renderer::Render(Scene const*) [533]
                0.00    0.00       3/4           RendererTask::Run() [3]
[462]    0.0    0.00    0.00       4         Timer::Time() [462]
-----------------------------------------------
                0.00    0.00       1/4           Renderer::Render(Scene const*) [533]
                0.00    0.00       3/4           RendererTask::Run() [3]
[463]    0.0    0.00    0.00       4         Timer::Timer() [463]
-----------------------------------------------
                                   4             ConfigSet::ReadFile(std::string) <cycle 1> [443]
[464]    0.0    0.00    0.00       4         float ConfigSet::string_to_T<float>(std::string const&) <cycle 1> [464]
                                   4             ConfigSet::ReadFile(std::string) <cycle 1> [443]
-----------------------------------------------
                                   4             ConfigSet::ReadFile(std::string) <cycle 1> [443]
[465]    0.0    0.00    0.00       4         int ConfigSet::string_to_T<int>(std::string const&) <cycle 1> [465]
                                   4             ConfigSet::ReadFile(std::string) <cycle 1> [443]
-----------------------------------------------
                0.00    0.00       4/4           _ZL14taskEntryPointPv [4]
[466]    0.0    0.00    0.00       4         MutexLock::~MutexLock() [466]
-----------------------------------------------
                0.00    0.00       1/4           Orthographic(float, float) [497]
                0.00    0.00       3/4           Camera::Camera(Transform const&, Transform const&, float const*, float, float, float, float, Film*) [531]
[467]    0.0    0.00    0.00       4         Transform::operator*(Transform const&) const [467]
-----------------------------------------------
                0.00    0.00       1/3           Renderer::Render(Scene const*) [533]
                0.00    0.00       2/3           RendererTask::Run() [3]
[468]    0.0    0.00    0.00       3         Timer::Start() [468]
-----------------------------------------------
                0.00    0.00       1/3           Sample::Sample(Sampler*, VolumeIntegrator*, Scene const*) [532]
                0.00    0.00       2/3           Sample::Duplicate(int) const [471]
[469]    0.0    0.00    0.00       3         Sample::AllocateSampleMemory() [469]
                0.00    0.00       7/8           AllocAligned(unsigned long) [451]
-----------------------------------------------
                0.00    0.00       1/3           CreateFilm(Filter*) [494]
                0.00    0.00       2/3           OrthoCamera::~OrthoCamera() [514]
[470]    0.0    0.00    0.00       3         BoxFilter::~BoxFilter() [470]
-----------------------------------------------
                0.00    0.00       3/3           RendererTask::Run() [3]
[471]    0.0    0.00    0.00       3         Sample::Duplicate(int) const [471]
                0.00    0.00       3/3           std::vector<unsigned int, std::allocator<unsigned int> >::operator=(std::vector<unsigned int, std::allocator<unsigned int> > const&) [473]
                0.00    0.00       2/3           Sample::AllocateSampleMemory() [469]
-----------------------------------------------
                0.00    0.00       3/3           startTasks(std::vector<Task*, std::allocator<Task*> > const&) [496]
[472]    0.0    0.00    0.00       3         std::vector<Task*, std::allocator<Task*> >::_M_insert_aux(__gnu_cxx::__normal_iterator<Task**, std::vector<Task*, std::allocator<Task*> > >, Task* const&) [472]
-----------------------------------------------
                0.00    0.00       3/3           Sample::Duplicate(int) const [471]
[473]    0.0    0.00    0.00       3         std::vector<unsigned int, std::allocator<unsigned int> >::operator=(std::vector<unsigned int, std::allocator<unsigned int> > const&) [473]
-----------------------------------------------
                0.00    0.00       2/2           Camera::Camera(Transform const&, Transform const&, float const*, float, float, float, float, Film*) [531]
[474]    0.0    0.00    0.00       2         Scale(float, float, float) [474]
-----------------------------------------------
                0.00    0.00       2/2           RendererTask::Run() [3]
[475]    0.0    0.00    0.00       2         StratifiedSampler::GetSubSampler(int, int) [475]
                0.00    0.00       2/2           Sampler::ComputeSubWindow(int, int, int*, int*, int*, int*) const [478]
-----------------------------------------------
                0.00    0.00       2/2           RendererTask::Run() [3]
[476]    0.0    0.00    0.00       2         StratifiedSampler::MaximumSampleCount() [476]
-----------------------------------------------
                0.00    0.00       2/2           RendererTask::Run() [3]
[477]    0.0    0.00    0.00       2         RNG::Seed(unsigned int) const [477]
-----------------------------------------------
                0.00    0.00       2/2           StratifiedSampler::GetSubSampler(int, int) [475]
[478]    0.0    0.00    0.00       2         Sampler::ComputeSubWindow(int, int, int*, int*, int*, int*) const [478]
-----------------------------------------------
                0.00    0.00       2/2           VoronoiIntegrator::RequestSamples(Sampler*, Sample*, Scene const*) [520]
[479]    0.0    0.00    0.00       2         std::vector<unsigned int, std::allocator<unsigned int> >::_M_insert_aux(__gnu_cxx::__normal_iterator<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int> > >, unsigned int const&) [479]
-----------------------------------------------
                0.00    0.00       2/2           ArepoMesh::CalculateMidpoints() [536]
[480]    0.0    0.00    0.00       2         std::_Rb_tree<int, std::pair<int const, int>, std::_Select1st<std::pair<int const, int> >, std::less<int>, std::allocator<std::pair<int const, int> > >::_M_erase(std::_Rb_tree_node<std::pair<int const, int> >*) [480]
-----------------------------------------------
                0.00    0.00       1/1           __do_global_ctors_aux [874]
[481]    0.0    0.00    0.00       1         _GLOBAL__sub_I__Z18init_clear_auxmeshP17tessellation_data [481]
-----------------------------------------------
                0.00    0.00       1/1           __do_global_ctors_aux [874]
[482]    0.0    0.00    0.00       1         _GLOBAL__sub_I__Z26rtIsoDiskCosmoCutoutRenderv [482]
-----------------------------------------------
                0.00    0.00       1/1           __do_global_ctors_aux [874]
[483]    0.0    0.00    0.00       1         _GLOBAL__sub_I__ZN12RendererTask3RunEv [483]
-----------------------------------------------
                0.00    0.00       1/1           __do_global_ctors_aux [874]
[484]    0.0    0.00    0.00       1         _GLOBAL__sub_I__ZN14TransferFunc1DC2EssRSt6vectorIfSaIfEERS0_I11RGBSpectrumSaIS4_EESs [484]
-----------------------------------------------
                0.00    0.00       1/1           __do_global_ctors_aux [874]
[485]    0.0    0.00    0.00       1         _GLOBAL__sub_I__ZN18EmissionIntegrator14RequestSamplesEP7SamplerP6SamplePK5Scene [485]
-----------------------------------------------
                0.00    0.00       1/1           __do_global_ctors_aux [874]
[486]    0.0    0.00    0.00       1         _GLOBAL__sub_I__ZN4BBox5EdgesEPSt6vectorI4LineSaIS1_EE [486]
-----------------------------------------------
                0.00    0.00       1/1           __do_global_ctors_aux [874]
[487]    0.0    0.00    0.00       1         _GLOBAL__sub_I__ZN5Arepo4InitEPiPPPc [487]
-----------------------------------------------
                0.00    0.00       1/1           __do_global_ctors_aux [874]
[488]    0.0    0.00    0.00       1         _GLOBAL__sub_I__ZN5SceneC2EP12VolumeRegionP9ArepoMesh [488]
-----------------------------------------------
                0.00    0.00       1/1           __do_global_ctors_aux [874]
[489]    0.0    0.00    0.00       1         _GLOBAL__sub_I__ZN5TimerC2Ev [489]
                0.00    0.00       1/1           Mutex::Create() [528]
-----------------------------------------------
                0.00    0.00       1/1           __do_global_ctors_aux [874]
[490]    0.0    0.00    0.00       1         _GLOBAL__sub_I__ZN6FilterD2Ev [490]
-----------------------------------------------
                0.00    0.00       1/1           __do_global_ctors_aux [874]
[491]    0.0    0.00    0.00       1         _GLOBAL__sub_I__ZN7SamplerD2Ev [491]
-----------------------------------------------
                0.00    0.00       1/1           __do_global_ctors_aux [874]
[492]    0.0    0.00    0.00       1         _GLOBAL__sub_I__ZN9ConfigSet8ReadFileESs [492]
-----------------------------------------------
                0.00    0.00       1/1           __do_global_ctors_aux [874]
[493]    0.0    0.00    0.00       1         _GLOBAL__sub_I__ZN9Matrix4x4C2EPA4_f [493]
-----------------------------------------------
                0.00    0.00       1/1           rtTestRenderScene(std::string) [502]
[494]    0.0    0.00    0.00       1         CreateFilm(Filter*) [494]
                0.00    0.00       1/1           Film::Film(int, int, Filter*, float const*, std::string const&, bool) [523]
                0.00    0.00       1/3           BoxFilter::~BoxFilter() [470]
-----------------------------------------------
                0.00    0.00       1/1           Film::WriteImage(float) [522]
[495]    0.0    0.00    0.00       1         WriteImage(std::string const&, float*, float*, int, int, int, int, int, int) [495]
-----------------------------------------------
                0.00    0.00       1/1           Renderer::Render(Scene const*) [533]
[496]    0.0    0.00    0.00       1         startTasks(std::vector<Task*, std::allocator<Task*> > const&) [496]
                0.00    0.00       3/3           std::vector<Task*, std::allocator<Task*> >::_M_insert_aux(__gnu_cxx::__normal_iterator<Task**, std::vector<Task*, std::allocator<Task*> > >, Task* const&) [472]
                0.00    0.00       1/1           TasksInit() [511]
-----------------------------------------------
                0.00    0.00       1/1           OrthoCamera::OrthoCamera(Transform const&, float const*, float, float, float, float, Film*) [513]
[497]    0.0    0.00    0.00       1         Orthographic(float, float) [497]
                0.00    0.00       1/4           Transform::operator*(Transform const&) const [467]
-----------------------------------------------
                0.00    0.00       1/1           Renderer::Render(Scene const*) [533]
[498]    0.0    0.00    0.00       1         TasksCleanup() [498]
-----------------------------------------------
                0.00    0.00       1/1           loadDiscreteColorTable(std::string const&, std::vector<float, std::allocator<float> >*) [504]
[499]    0.0    0.00    0.00       1         ReadFloatFile(char const*, std::vector<float, std::allocator<float> >*) [499]
                0.00    0.00      11/13          std::vector<float, std::allocator<float> >::_M_insert_aux(__gnu_cxx::__normal_iterator<float*, std::vector<float, std::allocator<float> > >, float const&) [447]
-----------------------------------------------
                0.00    0.00       1/1           Renderer::Render(Scene const*) [533]
[500]    0.0    0.00    0.00       1         numberOfCores() [500]
-----------------------------------------------
                0.00    0.00       1/1           rtTestRenderScene(std::string) [502]
[501]    0.0    0.00    0.00       1         CreateBoxFilter() [501]
-----------------------------------------------
                0.00    0.00       1/1           main [248]
[502]    0.0    0.00    0.00       1         rtTestRenderScene(std::string) [502]
                0.00    0.00       1/1           LookAt(Point const&, Point const&, Vector const&) [509]
                0.00    0.00       1/1           CreateFilm(Filter*) [494]
                0.00    0.00       1/1           CreateBoxFilter() [501]
                0.00    0.00       1/1           CreateOrthographicCamera(Transform const&, Film*) [506]
                0.00    0.00       1/1           CreateVoronoiVolumeIntegrator() [507]
                0.00    0.00       1/1           CreateStratifiedSampler(Film const*, Camera const*) [505]
                0.00    0.00       1/1           Renderer::Renderer(Sampler*, Camera*, VolumeIntegrator*) [534]
                0.00    0.00       1/10          TransferFunction::TransferFunction(RGBSpectrum const&) [450]
                0.00    0.00       1/1           TransferFunction::AddParseString(std::string&) [517]
                0.00    0.00       1/1           ArepoMesh::ArepoMesh(TransferFunction const*) [538]
                0.00    0.00       1/1           Scene::Scene(VolumeRegion*, ArepoMesh*) [529]
                0.00    0.00       1/1           VoronoiIntegrator::~VoronoiIntegrator() [521]
                0.00    0.00       1/1           Renderer::~Renderer() [535]
                0.00    0.00       1/1           Scene::~Scene() [530]
                0.00    0.00       1/1           Renderer::Render(Scene const*) [533]
-----------------------------------------------
                0.00    0.00       1/1           Renderer::Render(Scene const*) [533]
[503]    0.0    0.00    0.00       1         waitUntilAllTasksDone() [503]
-----------------------------------------------
                0.00    0.00       1/1           TransferFunc1D::TransferFunc1D(short, short, std::vector<float, std::allocator<float> >&, std::vector<RGBSpectrum, std::allocator<RGBSpectrum> >&, std::string) [516]
[504]    0.0    0.00    0.00       1         loadDiscreteColorTable(std::string const&, std::vector<float, std::allocator<float> >*) [504]
                0.00    0.00       2/7           ConfigSet::ReadFile(std::string) <cycle 1> [443]
                0.00    0.00       1/1           ReadFloatFile(char const*, std::vector<float, std::allocator<float> >*) [499]
-----------------------------------------------
                0.00    0.00       1/1           rtTestRenderScene(std::string) [502]
[505]    0.0    0.00    0.00       1         CreateStratifiedSampler(Film const*, Camera const*) [505]
                0.00    0.00       1/1           Film::GetSampleExtent(int*, int*, int*, int*) const [541]
-----------------------------------------------
                0.00    0.00       1/1           rtTestRenderScene(std::string) [502]
[506]    0.0    0.00    0.00       1         CreateOrthographicCamera(Transform const&, Film*) [506]
                0.00    0.00       1/1           OrthoCamera::OrthoCamera(Transform const&, float const*, float, float, float, float, Film*) [513]
-----------------------------------------------
                0.00    0.00       1/1           rtTestRenderScene(std::string) [502]
[507]    0.0    0.00    0.00       1         CreateVoronoiVolumeIntegrator() [507]
-----------------------------------------------
                0.00    0.00       1/1           Scene::Scene(VolumeRegion*, ArepoMesh*) [529]
[508]    0.0    0.00    0.00       1         Union(BBox const&, BBox const&) [508]
-----------------------------------------------
                0.00    0.00       1/1           rtTestRenderScene(std::string) [502]
[509]    0.0    0.00    0.00       1         LookAt(Point const&, Point const&, Vector const&) [509]
                0.00    0.00       1/1           Inverse(Matrix4x4 const&) [510]
-----------------------------------------------
                0.00    0.00       1/1           LookAt(Point const&, Point const&, Vector const&) [509]
[510]    0.0    0.00    0.00       1         Inverse(Matrix4x4 const&) [510]
-----------------------------------------------
                0.00    0.00       1/1           startTasks(std::vector<Task*, std::allocator<Task*> > const&) [496]
[511]    0.0    0.00    0.00       1         TasksInit() [511]
-----------------------------------------------
                0.00    0.00       1/1           Camera::Camera(Transform const&, Transform const&, float const*, float, float, float, float, Film*) [531]
[512]    0.0    0.00    0.00       1         Translate(Vector const&) [512]
-----------------------------------------------
                0.00    0.00       1/1           CreateOrthographicCamera(Transform const&, Film*) [506]
[513]    0.0    0.00    0.00       1         OrthoCamera::OrthoCamera(Transform const&, float const*, float, float, float, float, Film*) [513]
                0.00    0.00       1/1           Orthographic(float, float) [497]
                0.00    0.00       1/1           Camera::Camera(Transform const&, Transform const&, float const*, float, float, float, float, Film*) [531]
-----------------------------------------------
                0.00    0.00       1/1           Renderer::~Renderer() [535]
[514]    0.0    0.00    0.00       1         OrthoCamera::~OrthoCamera() [514]
                0.00    0.00       2/3           BoxFilter::~BoxFilter() [470]
                0.00    0.00       1/11          FreeAligned(void*) [449]
-----------------------------------------------
                0.00    0.00       1/1           TransferFunc1D::TransferFunc1D(short, short, std::vector<float, std::allocator<float> >&, std::vector<RGBSpectrum, std::allocator<RGBSpectrum> >&, std::string) [516]
[515]    0.0    0.00    0.00       1         TransferFunc1D::CheckReverse() [515]
-----------------------------------------------
                0.00    0.00       1/1           TransferFunction::AddConstantDiscrete(int, std::string, float, float) [518]
[516]    0.0    0.00    0.00       1         TransferFunc1D::TransferFunc1D(short, short, std::vector<float, std::allocator<float> >&, std::vector<RGBSpectrum, std::allocator<RGBSpectrum> >&, std::string) [516]
                0.00    0.00       1/1           loadDiscreteColorTable(std::string const&, std::vector<float, std::allocator<float> >*) [504]
                0.00    0.00       1/1           TransferFunc1D::CheckReverse() [515]
-----------------------------------------------
                0.00    0.00       1/1           rtTestRenderScene(std::string) [502]
[517]    0.0    0.00    0.00       1         TransferFunction::AddParseString(std::string&) [517]
                0.00    0.00       8/10          TransferFunction::TransferFunction(RGBSpectrum const&) [450]
                0.00    0.00       4/7           std::vector<std::string, std::allocator<std::string> >::_M_insert_aux(__gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > >, std::string const&) <cycle 1> [455]
                0.00    0.00       1/1           TransferFunction::AddConstantDiscrete(int, std::string, float, float) [518]
-----------------------------------------------
                0.00    0.00       1/1           TransferFunction::AddParseString(std::string&) [517]
[518]    0.0    0.00    0.00       1         TransferFunction::AddConstantDiscrete(int, std::string, float, float) [518]
                0.00    0.00       2/13          std::vector<float, std::allocator<float> >::_M_insert_aux(__gnu_cxx::__normal_iterator<float*, std::vector<float, std::allocator<float> > >, float const&) [447]
                0.00    0.00       1/1           TransferFunc1D::TransferFunc1D(short, short, std::vector<float, std::allocator<float> >&, std::vector<RGBSpectrum, std::allocator<RGBSpectrum> >&, std::string) [516]
                0.00    0.00       1/1           std::vector<TransferFunc1D*, std::allocator<TransferFunc1D*> >::_M_insert_aux(__gnu_cxx::__normal_iterator<TransferFunc1D**, std::vector<TransferFunc1D*, std::allocator<TransferFunc1D*> > >, TransferFunc1D* const&) [542]
                0.00    0.00       1/10          TransferFunction::TransferFunction(RGBSpectrum const&) [450]
-----------------------------------------------
                0.00    0.00       1/1           Renderer::Render(Scene const*) [533]
[519]    0.0    0.00    0.00       1         VoronoiIntegrator::Preprocess(Scene const*, Camera const*, Renderer const*) [519]
-----------------------------------------------
                0.00    0.00       1/1           Sample::Sample(Sampler*, VolumeIntegrator*, Scene const*) [532]
[520]    0.0    0.00    0.00       1         VoronoiIntegrator::RequestSamples(Sampler*, Sample*, Scene const*) [520]
                0.00    0.00       2/2           std::vector<unsigned int, std::allocator<unsigned int> >::_M_insert_aux(__gnu_cxx::__normal_iterator<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int> > >, unsigned int const&) [479]
-----------------------------------------------
                0.00    0.00       1/1           rtTestRenderScene(std::string) [502]
[521]    0.0    0.00    0.00       1         VoronoiIntegrator::~VoronoiIntegrator() [521]
-----------------------------------------------
                0.00    0.00       1/1           Renderer::Render(Scene const*) [533]
[522]    0.0    0.00    0.00       1         Film::WriteImage(float) [522]
                0.00    0.00       1/1           WriteImage(std::string const&, float*, float*, int, int, int, int, int, int) [495]
-----------------------------------------------
                0.00    0.00       1/1           CreateFilm(Filter*) [494]
[523]    0.0    0.00    0.00       1         Film::Film(int, int, Filter*, float const*, std::string const&, bool) [523]
                0.00    0.00     256/256         BoxFilter::Evaluate(float, float) const [441]
                0.00    0.00       1/8           AllocAligned(unsigned long) [451]
-----------------------------------------------
                0.00    0.00       1/1           main [248]
[524]    0.0    0.00    0.00       1         Arepo::LoadSnapshot() [524]
-----------------------------------------------
                0.00    0.00       1/1           main [248]
[525]    0.0    0.00    0.00       1         Arepo::Init(int*, char***) [525]
-----------------------------------------------
                0.00    0.00       1/1           main [248]
[526]    0.0    0.00    0.00       1         Arepo::Cleanup() [526]
-----------------------------------------------
                0.00    0.00       1/1           main [248]
[527]    0.0    0.00    0.00       1         Arepo::~Arepo() [527]
                0.00    0.00       2/63          MPI::Datatype::Create_contiguous(int) const [442]
-----------------------------------------------
                0.00    0.00       1/1           _GLOBAL__sub_I__ZN5TimerC2Ev [489]
[528]    0.0    0.00    0.00       1         Mutex::Create() [528]
-----------------------------------------------
                0.00    0.00       1/1           rtTestRenderScene(std::string) [502]
[529]    0.0    0.00    0.00       1         Scene::Scene(VolumeRegion*, ArepoMesh*) [529]
                0.00    0.00       1/1           Union(BBox const&, BBox const&) [508]
-----------------------------------------------
                0.00    0.00       1/1           rtTestRenderScene(std::string) [502]
[530]    0.0    0.00    0.00       1         Scene::~Scene() [530]
                0.00    0.00       1/1           ArepoMesh::~ArepoMesh() [539]
-----------------------------------------------
                0.00    0.00       1/1           OrthoCamera::OrthoCamera(Transform const&, float const*, float, float, float, float, Film*) [513]
[531]    0.0    0.00    0.00       1         Camera::Camera(Transform const&, Transform const&, float const*, float, float, float, float, Film*) [531]
                0.00    0.00       3/4           Transform::operator*(Transform const&) const [467]
                0.00    0.00       2/2           Scale(float, float, float) [474]
                0.00    0.00       1/1           Translate(Vector const&) [512]
-----------------------------------------------
                0.00    0.00       1/1           Renderer::Render(Scene const*) [533]
[532]    0.0    0.00    0.00       1         Sample::Sample(Sampler*, VolumeIntegrator*, Scene const*) [532]
                0.00    0.00       1/3           Sample::AllocateSampleMemory() [469]
                0.00    0.00       1/1           VoronoiIntegrator::RequestSamples(Sampler*, Sample*, Scene const*) [520]
-----------------------------------------------
                0.00    0.00       1/1           rtTestRenderScene(std::string) [502]
[533]    0.0    0.00    0.00       1         Renderer::Render(Scene const*) [533]
                0.00    0.00       4/4           RendererTask::~RendererTask() [459]
                0.00    0.00       2/11          FreeAligned(void*) [449]
                0.00    0.00       1/1           VoronoiIntegrator::Preprocess(Scene const*, Camera const*, Renderer const*) [519]
                0.00    0.00       1/1           Sample::Sample(Sampler*, VolumeIntegrator*, Scene const*) [532]
                0.00    0.00       1/4           Timer::Timer() [463]
                0.00    0.00       1/1           numberOfCores() [500]
                0.00    0.00       1/3           Timer::Start() [468]
                0.00    0.00       1/1           waitUntilAllTasksDone() [503]
                0.00    0.00       1/1           startTasks(std::vector<Task*, std::allocator<Task*> > const&) [496]
                0.00    0.00       1/4           Timer::Time() [462]
                0.00    0.00       1/1           TasksCleanup() [498]
                0.00    0.00       1/1           Film::WriteImage(float) [522]
-----------------------------------------------
